,Words,AROU,VAL,DOM,CNC,IMAG
2884,log (wood),3.364,5.314,5.645,6.382,6.455
2340,hear,4.375,6.088,5.546,4.563,3.03
374,bass (fish),3.485,5.242,4.765,6.171,5.706
4009,record (information),3.6,5.235,5.229,4.914,4.088
2381,hilarious,7.229,8.086,6.688,3.353,4.171
5386,warrant (search),4.912,3.059,3.686,4.714,5.171
939,clove,3.813,5.152,4.882,5.943,5.667
5320,violent,5.771,1.824,5.441,4.314,5.029
4697,stern,4.265,3.333,5.242,3.0,4.029
4773,struggle,4.576,2.853,3.0,3.735,4.147
2799,lesbian,6.059,5.486,5.735,5.177,5.0
2147,glee,6.242,7.618,6.212,2.8,4.529
3591,pharmacy,3.788,5.471,4.912,6.412,6.212
4595,sphere,4.452,5.656,5.344,5.242,6.0
5043,toll,3.029,3.788,4.226,3.879,3.543
3808,process,3.471,5.394,5.0,3.0,2.618
4675,start,5.129,6.29,6.548,3.182,3.438
2068,gag,5.273,2.912,3.882,4.265,5.333
3623,pin,2.938,4.758,4.909,6.324,6.212
529,bonus,5.543,7.559,5.697,4.0,3.273
3308,nuts (testicles),5.714,4.743,5.686,6.486,6.429
3970,rapist,5.059,1.257,3.114,5.371,3.943
5375,ward,3.412,4.514,4.177,5.412,4.849
636,buffalo,4.118,5.457,5.118,6.441,6.529
1269,cut (clip),3.788,4.677,5.229,5.03,4.829
185,apologize,5.0,5.97,5.03,3.531,4.063
1394,detail,4.697,6.114,5.618,3.743,3.686
3908,python,5.588,4.182,4.576,6.441,6.382
4173,ruined,4.257,2.171,4.03,3.429,4.086
1797,facility,3.657,5.629,4.571,4.857,4.143
2979,mark (grade),5.143,5.941,5.4,5.029,5.029
1441,dirty,4.824,2.971,4.265,4.677,5.438
4160,rooster,4.0,5.4,5.515,6.147,6.514
5411,wedding,6.849,7.829,5.457,5.686,6.657
3811,process (understand),3.97,6.029,6.088,2.939,2.594
1535,dragon,6.781,4.938,5.867,4.839,6.345
2913,loyalty,5.629,8.206,6.2,2.314,2.971
3188,muscle,5.188,6.088,6.441,6.5,6.412
1273,cute,5.343,7.171,5.029,2.941,4.914
2467,idiot,4.344,2.486,4.382,4.143,4.829
3688,plum,3.5,5.606,4.882,6.543,6.324
607,bridesmaids,5.294,6.514,5.0,6.344,6.177
4137,roar,7.147,5.229,6.914,4.743,4.971
1712,erase,3.469,4.065,4.968,3.546,4.097
4092,reunite,5.629,7.364,5.853,3.824,3.97
2199,grain,3.324,5.294,5.177,6.257,6.382
955,clutch (grab),5.343,4.257,4.914,4.514,4.857
2579,intercourse,7.636,7.152,5.849,5.5,5.879
5530,yard (distance),3.371,5.029,4.571,5.171,4.559
4445,skeleton,4.394,4.303,5.0,6.636,6.788
4916,tariff,3.059,4.059,4.559,4.235,3.177
5198,type (category),3.343,5.029,5.03,3.286,2.588
2852,lipstick,5.29,5.688,5.258,6.517,6.704
403,beautician,4.182,4.967,4.379,5.594,5.281
2071,gaiety,5.115,7.115,5.852,2.926,4.0
5281,vegetable,3.294,5.588,5.353,6.618,6.588
1977,forceful,5.912,2.886,4.697,3.314,3.629
158,ancient,3.788,5.613,4.516,3.788,4.355
1748,excitement,7.697,8.294,6.294,3.029,4.939
2909,lover,7.441,8.029,5.486,4.471,5.0
3888,pupil (eye),3.813,5.429,5.314,6.629,6.6
4224,saviour,5.882,7.546,5.031,3.677,4.212
902,class (status),3.677,4.097,4.121,2.515,3.281
352,bar (metal),2.939,4.364,5.382,6.588,6.235
1230,crude,5.303,3.364,5.0,2.576,2.563
5187,tweed,3.967,5.065,5.276,5.448,5.161
2140,glamour,5.807,6.152,5.452,2.875,4.0
444,bid,4.286,5.429,6.355,3.485,3.879
5493,wood (lumber),3.265,5.143,5.314,6.647,6.429
754,carry,3.563,5.514,5.5,4.938,4.735
1737,everything,5.735,6.714,5.813,2.943,3.0
2971,manic,6.219,3.091,4.645,2.938,3.879
3714,politician,4.03,4.29,4.849,5.939,5.75
5526,yak,3.552,4.807,4.7,5.219,4.742
2920,lumber (move slowly),2.441,3.382,3.515,4.091,4.912
311,bacon,6.242,6.088,5.781,6.559,6.882
3423,ownership,4.936,6.0,7.063,3.333,3.129
548,botany,3.345,5.25,4.889,5.138,3.938
661,burglary,5.781,2.182,3.424,4.258,4.152
3794,pride (feeling),6.125,7.063,7.097,2.344,2.871
5288,venture,6.0,6.647,6.333,2.882,3.0
1989,form,3.529,5.177,5.441,3.939,3.303
3665,platter,3.853,5.5,5.0,5.971,5.618
3883,punch (strike),6.333,2.03,5.97,5.849,5.844
306,axe,5.152,3.515,5.324,6.412,6.364
2335,headphones,5.0,6.118,5.914,6.882,6.824
694,cakes,6.333,7.375,6.333,6.688,6.885
2356,helpful,5.303,7.849,6.394,3.182,3.516
3702,poison,4.697,1.971,4.546,5.765,5.324
3804,privacy,4.714,6.441,5.677,3.257,3.882
1927,flatulence,3.733,3.094,3.667,5.233,4.097
684,buy,5.706,6.265,5.886,4.206,4.171
3427,pacifist,4.531,5.688,5.71,3.438,3.125
749,carp,2.607,4.655,5.069,5.967,5.448
3638,piston,5.179,4.71,4.893,5.769,5.444
3218,narrow,3.971,3.857,3.515,4.2,5.4
4339,setback,4.091,3.118,3.636,3.182,3.25
1266,cushion,3.677,6.091,4.824,6.2,6.412
4039,relaxing,3.406,7.727,6.667,3.088,4.546
4222,sausage,4.303,5.781,5.455,6.563,6.406
4914,tarantula,5.618,3.382,4.4,6.867,6.657
3595,phenomenon,6.886,6.886,5.324,2.171,2.371
2134,gist,3.559,5.667,5.571,2.4,2.057
3083,mill,3.586,5.065,4.9,6.1,5.759
3061,method,3.441,5.686,5.457,3.0,2.882
3025,mean (nasty),5.455,1.625,4.727,2.909,3.879
970,cock (bird),3.618,5.343,5.324,6.4,6.212
13,able,4.853,7.114,6.886,3.182,3.057
873,choral,4.138,5.69,5.414,4.179,3.467
3771,pram,3.719,5.735,5.121,6.677,6.706
808,chalk,3.613,5.067,5.0,6.71,6.517
3198,musketeers,4.758,6.03,5.788,5.219,5.818
514,boil,4.647,4.424,4.781,5.324,5.515
4967,thank,5.156,7.469,5.355,3.156,2.969
409,bee,4.727,4.788,5.281,6.844,6.933
4384,shine,6.286,7.486,6.057,4.571,5.514
5531,yard (lawn),3.314,5.457,5.114,6.371,6.2
5498,work,3.486,4.324,4.879,5.059,4.543
4817,sunk,3.229,3.152,3.788,4.029,3.971
207,archaeology,3.529,5.353,5.412,4.829,4.114
3966,rank,4.563,5.171,6.25,3.559,3.97
458,bit (horse bridal),2.828,5.241,5.037,6.0,5.593
2054,fungus,2.697,3.382,4.629,6.171,5.829
2430,hostile,5.677,2.273,4.419,3.581,3.606
250,ass,5.333,4.571,5.242,6.382,6.177
110,aim (objective),4.909,6.382,5.909,3.294,2.909
4351,shade,3.471,5.03,5.294,4.382,4.879
1107,cooperate,4.382,6.806,5.059,3.4,3.943
4508,smoker,4.188,2.514,3.514,5.697,6.118
1883,fight,6.625,2.781,6.258,4.75,5.129
1713,erode,3.6,3.371,4.265,4.152,4.382
3911,quack (duck),4.441,5.588,4.971,4.853,4.939
1287,dance,6.424,6.879,5.909,4.807,6.125
715,cancer,4.281,1.219,3.194,5.563,4.333
3441,painful,5.875,1.849,3.818,2.706,4.529
552,bought,4.824,5.758,6.303,4.088,4.03
1439,direction,4.758,5.849,5.781,3.576,3.781
2270,hairdryer,3.206,5.235,5.5,6.853,6.765
4284,seasonal,5.059,6.273,4.177,3.333,5.0
3144,moral,4.563,6.971,5.909,2.294,2.656
2821,lift,4.514,5.571,5.294,5.059,4.886
5308,video,5.758,5.813,5.849,5.69,5.531
1925,flap,3.581,4.629,5.0,5.457,5.086
634,bubble,4.912,6.559,4.912,5.571,6.576
5545,zeal,5.913,6.429,6.174,2.947,2.826
316,bag,3.727,5.219,5.688,6.607,6.484
4676,startle,6.281,3.686,3.677,3.727,4.457
5220,unit,2.943,5.242,4.882,4.794,3.485
1328,deck (cards),4.0,5.29,5.5,6.313,6.152
427,believe,5.667,6.625,5.633,2.258,2.29
4128,riot,5.969,2.258,5.097,5.031,5.844
105,agony,5.515,1.546,3.091,3.152,4.323
3041,meet,4.571,6.088,5.353,4.314,4.324
142,ambassador,4.781,6.125,5.871,5.267,4.656
2169,goggles,3.788,5.344,5.121,6.226,6.29
4093,reverent,4.0,5.444,4.679,3.107,3.607
89,affair,5.969,2.438,4.441,3.394,4.424
2918,luggage,3.382,5.206,5.457,6.588,6.5
3237,needle,4.829,3.677,4.486,6.714,6.429
2241,grind,4.771,4.121,5.0,4.229,4.029
3174,mug,3.059,4.971,5.0,6.424,6.485
4153,rollercoaster,6.743,6.457,4.324,6.229,6.618
3737,portion,4.059,5.4,4.677,4.543,4.629
2163,goat,3.807,5.344,5.355,6.862,6.571
2636,jigsaw,3.323,5.548,5.563,6.219,6.438
4894,take,4.265,4.382,6.636,4.118,3.886
1949,fluid,4.5,5.177,5.194,5.429,6.121
1768,existence,5.912,7.057,5.758,3.028,2.657
4037,relative,4.875,6.194,5.333,4.212,4.29
2272,hall,2.867,5.103,4.903,5.968,5.893
1,abbey,3.125,5.781,4.667,5.906,5.344
3936,raccoon,4.094,5.143,5.265,6.6,6.647
4209,salvage,4.471,5.029,6.031,3.588,3.333
5503,worried,4.765,2.417,3.206,2.889,4.314
1951,flutter,5.563,6.088,5.129,3.656,5.0
935,cloud,3.871,5.531,4.563,5.594,6.533
4763,strip,5.606,4.807,5.161,4.25,4.849
2720,koala,5.844,6.936,5.29,6.8,6.75
3731,porpoise,3.821,5.889,5.0,6.321,5.714
4194,sage (herb),3.647,5.441,5.576,6.5,5.853
1109,coral,4.727,6.118,5.344,5.735,6.147
4386,ship,4.788,5.667,5.758,6.765,6.529
591,break (destroy),5.912,2.394,5.853,4.941,5.5
3534,peer (look),4.559,5.265,5.114,3.882,4.294
1695,ensure,3.765,6.114,6.029,2.457,2.543
5034,toast (bread),3.909,6.118,5.471,6.706,6.647
2936,mad,5.813,2.781,5.4,3.031,4.656
4662,stamp,3.516,5.219,5.161,6.333,6.483
2448,humiliation,4.97,2.086,2.485,2.788,3.849
1576,dubious,4.167,3.29,3.906,2.161,2.742
1111,core,4.719,5.182,5.677,4.182,4.125
4640,squid,3.807,4.546,5.125,6.697,6.531
213,argument,6.313,2.394,5.25,3.788,3.909
778,caterpillar,3.563,5.75,5.469,6.788,6.879
1415,dice,4.567,4.968,4.069,6.533,6.414
3496,passive,3.0,4.229,3.849,2.4,2.735
101,aggression,6.182,2.281,5.242,3.548,4.515
2043,fuck (exclamation),7.088,3.735,6.343,2.909,3.177
2848,lion,6.727,5.641,5.492,6.8,6.887
5039,toe,3.286,4.714,5.677,6.8,6.829
4207,salutation,4.207,6.452,5.7,3.567,3.267
4391,shit,3.371,2.343,5.171,4.971,5.353
1567,dropped,3.8,3.486,3.618,4.727,4.485
165,animal,5.323,6.206,5.485,6.424,6.647
5236,uplifting,6.97,8.235,6.788,2.657,3.706
3566,periodical (intermittent),3.31,5.161,4.172,2.931,2.531
4258,scope,4.032,5.097,4.69,3.613,2.875
5470,wired,4.571,5.206,5.25,4.735,4.657
1343,defiant,5.121,4.636,6.875,2.839,2.941
2013,frank,3.516,5.152,5.576,3.0,2.353
273,atrocious,5.594,1.849,4.5,2.212,1.941
3860,psychologist,5.235,5.677,4.4,5.618,4.771
71,adopt,4.387,6.094,5.469,3.645,3.125
4440,sins,4.424,2.471,4.121,2.853,3.147
3788,prevent,3.818,4.0,5.147,3.294,2.546
1087,continent,3.424,5.543,5.088,6.364,5.5
394,bean,3.529,5.206,5.543,6.743,6.629
583,brasserie,4.667,5.788,4.97,5.394,5.727
1367,derelict,4.313,3.273,4.424,4.484,4.936
5536,yellow,4.188,5.971,5.059,5.441,6.735
5154,triumphant,6.857,8.2,7.471,3.147,3.886
2548,insect,3.647,4.091,4.788,6.667,6.294
1013,comment,3.743,5.219,5.879,3.882,3.353
5438,whisper,5.281,5.313,4.688,3.844,3.625
4163,rot,3.781,2.382,3.969,4.788,5.344
3003,match,4.5,5.258,4.968,4.719,4.625
5317,violate,4.529,2.03,4.031,3.25,3.563
4015,reel,3.355,5.226,5.161,5.516,5.138
1701,enthusiastic,7.882,8.314,6.938,3.324,4.636
520,bond,5.229,6.4,4.943,3.714,3.8
1763,exhaust,4.125,3.697,4.455,4.273,4.879
1875,fiction,4.647,5.697,4.758,3.936,3.281
1259,curious,6.452,6.781,6.065,2.25,2.807
3965,ranger,4.618,5.333,5.121,5.618,5.152
3344,occurrence,3.303,5.343,4.853,2.971,2.677
5032,toad,3.546,4.394,4.941,6.581,6.706
2253,guide,4.182,6.235,5.344,4.588,4.559
2781,leg (component),3.438,5.645,5.594,6.0,5.387
3224,naughty,6.629,3.8,5.853,3.314,4.382
526,bones,4.647,5.686,5.371,6.882,6.677
4401,shore,4.882,6.324,4.765,5.971,6.324
2963,mallet,3.824,4.147,5.294,6.5,6.177
2946,magical,7.486,8.086,6.0,1.886,4.257
377,bastard,6.031,2.455,5.0,4.281,3.032
3899,pussy,5.697,5.029,5.588,5.529,5.706
1559,drill (practice),4.324,4.485,3.714,4.286,4.382
692,cafe,4.515,6.094,6.061,6.121,6.394
1963,folder,2.939,5.229,5.286,6.382,6.594
5255,vaccinate,4.813,6.375,4.733,5.438,5.344
348,banks (river),3.469,5.636,4.735,5.906,6.394
2434,hound (persist),4.727,3.265,4.824,2.97,3.758
2246,gross,3.706,2.706,4.364,2.849,4.441
4622,spread (open),5.0,5.735,5.2,3.971,4.371
3633,pioneer,5.636,6.853,6.242,4.412,4.853
1709,equal,4.364,6.219,5.743,2.771,3.471
1050,condescending,4.531,1.97,3.273,2.969,3.094
590,break,4.909,3.807,4.563,4.387,4.364
519,bomber,5.452,2.067,4.452,5.333,4.9
3380,orange (fruit),4.412,6.143,5.4,6.657,6.886
3676,pliers,3.114,4.514,5.606,6.177,6.257
4578,speak,4.853,5.906,6.824,4.618,4.441
1607,dynasty,5.188,4.967,4.667,4.097,3.909
3610,pickle (preserve),3.235,5.152,5.156,5.576,4.849
5305,vicious,6.516,1.936,5.355,2.719,3.633
1809,fair,4.406,7.118,6.063,2.667,3.125
791,celebration,7.4,8.314,6.429,4.371,5.914
792,celebrity,5.441,5.147,4.469,4.097,5.645
4568,space (galaxies),6.765,6.5,3.912,4.941,5.853
1855,fear,5.171,2.559,2.824,2.971,3.941
1980,foreign,5.091,5.424,5.063,3.576,3.818
3233,neck,5.433,5.367,5.424,6.63,6.581
3598,photo,5.182,5.967,5.606,5.936,6.212
933,clothes,5.206,5.882,5.529,6.382,6.588
3963,range (array),3.5,5.324,5.412,3.177,2.656
5161,trousers,3.515,5.294,5.412,6.706,6.629
4026,region,3.086,5.059,4.941,4.971,4.606
988,cold,4.086,3.257,3.588,5.0,5.353
4497,smallpox,4.118,2.265,3.412,5.529,4.912
3453,pancake,4.853,6.314,5.086,6.706,6.686
5075,tourist,4.971,5.314,4.765,5.486,5.714
3778,prefix,3.0,5.0,4.686,3.314,3.114
4663,stance,4.514,5.618,6.529,3.618,3.886
3093,minor,3.627,4.277,3.91,3.554,3.364
3155,motherfucker,6.636,2.571,6.4,2.765,2.943
3201,mustard,3.412,4.719,5.364,6.094,6.455
4486,slippery,4.697,3.6,3.97,3.765,5.257
1098,convert,4.242,4.606,4.727,2.094,2.219
4617,spot (stain),3.219,3.844,4.581,5.906,6.125
2844,limp,3.343,3.706,4.0,4.719,4.844
886,circular,3.727,5.412,5.0,5.29,5.606
5475,wish,6.194,6.938,5.313,2.344,2.581
4311,sensation,7.677,7.029,5.5,2.324,3.515
515,boiler,3.424,5.03,5.563,6.229,6.03
5128,treble,4.943,5.206,5.03,3.559,3.788
1453,discourage,3.235,3.118,4.059,2.849,2.667
3553,pepper,4.412,5.382,5.265,6.588,6.677
3609,pickle (difficulty),4.188,3.121,3.875,2.97,3.063
2506,impulsive,7.394,4.886,5.939,2.912,3.353
2994,mass (large number),4.375,5.424,5.364,4.182,4.061
3999,reassure,5.219,7.469,5.406,2.909,3.161
5269,vandal,4.6,2.029,4.314,5.143,5.143
906,claw,4.75,4.125,4.742,5.968,6.25
28,accelerate,6.794,6.382,6.794,4.5,4.625
2507,inane,3.522,3.556,3.917,2.346,2.154
2428,hostage,5.714,1.8,2.286,5.429,5.543
762,casino,5.441,4.429,4.412,6.6,6.719
3747,post (position),3.912,5.441,5.774,4.412,3.057
284,attractive,7.471,7.875,6.147,2.875,4.774
686,cabin,4.177,5.364,5.091,6.457,6.281
2353,helicopter,5.303,5.546,5.844,6.727,6.879
4472,sleek,5.588,6.484,5.909,2.849,3.606
21,absurdly,4.515,3.394,4.697,2.515,2.469
2752,laugh,7.471,8.412,7.0,4.206,5.618
885,circuit,3.529,4.941,4.677,5.0,4.543
917,client,4.063,5.069,5.156,4.438,4.156
1040,concept,4.735,5.686,5.886,2.057,2.6
1265,curtain,3.323,5.188,4.893,6.606,6.567
4811,sulphur,3.629,4.765,4.97,6.182,4.727
277,attempt,3.727,5.829,5.743,3.629,3.0
2084,garden,5.727,6.818,5.909,6.382,6.647
1245,crystal,6.371,6.943,5.829,6.114,6.143
2382,hill,4.129,5.438,5.438,6.654,6.37
571,boxer (fighter),5.229,3.971,6.188,6.471,6.429
1435,diploma,6.125,7.152,6.563,5.406,5.75
3902,pussy (wimp),3.771,2.4,3.029,2.882,3.794
1247,cuddle,6.629,8.029,4.886,5.486,6.0
3526,peck,4.371,5.382,5.03,4.5,4.714
2514,indentify,4.143,5.226,5.241,2.594,2.533
1007,comfort,4.258,7.485,5.118,3.114,4.206
2064,fuss,4.265,3.265,4.667,2.5,3.677
4390,shirt,4.133,5.258,5.6,6.828,6.692
1690,enjoy,6.219,7.5,6.059,3.265,3.886
5481,witty,6.235,7.171,6.343,2.714,3.5
1985,forgetful,3.229,3.559,2.939,2.647,2.529
294,autumn,4.971,6.057,4.829,4.686,6.171
1547,dreams,6.667,6.849,4.882,2.742,4.161
2012,franchise,3.941,5.147,4.667,4.818,3.057
588,breach,4.697,3.611,5.031,3.543,2.75
3329,obscene,5.286,2.571,4.647,3.057,3.882
2403,home,5.129,7.333,6.375,4.571,5.484
2129,giraffe,4.829,5.758,5.286,6.912,6.914
3998,reasonable,3.971,7.057,5.583,2.412,2.588
5169,trunk (elephant),4.143,5.882,5.457,6.6,6.657
3741,possess,5.286,4.912,5.441,3.571,3.529
3508,patriot,5.323,6.129,6.276,3.818,4.3
2719,knuckles,3.879,4.394,5.647,6.5,6.758
5059,top (spinning),3.97,5.424,5.412,5.514,5.242
5065,tortoise,4.194,5.781,5.241,6.786,6.75
556,bound,4.647,3.971,3.765,3.824,4.438
2469,idle,3.219,3.387,3.909,2.818,3.25
3738,portrait,4.324,5.735,5.242,6.0,6.152
1716,errand,3.29,5.097,5.194,4.438,3.938
2604,irritation,5.194,2.581,3.774,3.065,3.438
4584,speciality,5.576,7.235,6.265,2.943,2.714
1704,entry,4.594,6.212,5.697,4.324,4.188
2139,glamorous,6.788,6.469,5.839,2.613,4.333
3239,negative,4.061,1.735,3.735,3.581,2.849
2383,hinder,3.697,3.563,3.71,3.226,2.71
1285,damp,3.343,3.457,4.486,5.147,4.629
5270,vanish,5.121,4.152,4.594,3.03,3.606
4963,text,4.529,5.371,5.571,5.8,6.086
3930,quit,4.242,2.588,5.194,3.485,3.375
4700,steroids,5.097,3.063,5.161,5.936,4.75
1591,dung,2.818,3.469,4.486,6.152,5.706
4923,teacher,4.97,6.364,4.219,5.393,5.276
2162,goal,5.594,6.857,6.235,4.455,5.0
2396,hold,4.344,5.594,5.182,4.303,4.242
317,baggage,4.097,3.807,3.548,5.621,6.0
4988,thin,3.758,4.636,4.688,3.969,5.656
3111,missile,5.469,2.344,5.233,6.156,6.281
4036,relation,3.912,6.222,4.706,3.629,3.941
795,cell (biological),3.6,5.771,4.667,5.543,5.0
3020,meadow,4.229,6.5,4.794,6.057,6.353
1711,equipment,3.853,5.314,5.714,5.412,5.441
3387,ordinary,3.719,4.727,4.469,3.531,3.313
36,accountant,2.9,4.433,4.367,5.813,5.226
913,clear,4.667,6.212,6.25,3.441,4.471
3972,rare (uncommon),6.281,6.371,5.515,2.514,2.882
4133,ritualistic,5.969,4.03,3.313,2.219,2.697
974,cockney,4.0,4.968,5.063,4.156,4.094
983,coke,4.121,5.206,4.941,6.235,6.412
4534,soft,5.029,6.941,5.029,4.857,4.794
1418,died,5.094,1.758,2.967,5.258,5.121
1560,drill (tool),3.629,4.943,6.343,6.515,6.543
4135,river,4.706,6.206,4.912,6.677,6.677
1355,delude,3.71,3.344,4.031,2.484,2.344
5272,vaporize,4.771,4.5,5.273,3.618,3.706
987,cola,4.406,5.429,5.121,6.343,6.286
2682,kids (children),4.457,6.765,5.031,6.206,6.455
1640,elation,6.515,7.939,6.387,2.733,3.936
1290,dandruff,2.5,2.903,3.758,6.364,6.161
3681,plot (land),3.294,5.091,5.242,6.091,5.867
1380,desks,3.161,5.167,4.6,6.567,6.767
1933,flick,4.758,4.697,6.03,4.438,5.206
4679,statue,4.029,5.5,5.441,6.559,6.188
3160,mould,3.5,3.333,4.3,5.517,5.516
2030,frightened,6.226,2.281,2.375,2.9,3.719
892,cite,3.258,5.031,5.063,3.548,3.031
4069,research,5.387,7.103,6.219,3.844,3.688
2,abbreviate,3.273,5.25,5.235,3.286,3.177
2109,genes,4.125,6.156,4.1,4.758,4.031
849,cherry,5.486,6.152,5.03,6.6,6.618
2737,land,3.922,5.939,5.766,6.175,5.918
2466,identity,5.531,6.182,6.941,2.219,3.088
1914,first,5.515,6.829,6.424,3.853,3.794
1596,dustbin,2.094,4.125,5.194,6.727,6.548
1913,firm,4.606,5.455,6.0,4.091,3.794
5235,uplift,5.824,7.548,5.969,3.645,3.273
2736,lance,4.433,4.2,5.321,4.8,4.556
726,canyon,4.625,5.294,4.758,6.543,6.364
53,actual,4.121,5.559,5.235,3.118,2.636
1796,Facebook,4.971,4.857,4.486,5.943,6.229
3845,prosperous,5.882,7.273,6.485,2.727,3.382
2553,insolent,4.679,2.933,4.483,2.897,2.667
2800,lesson,5.114,5.771,4.824,4.829,5.412
936,cloud (sky),4.853,6.059,5.061,6.057,6.429
4582,spear,5.844,3.273,5.879,6.091,6.424
824,charge (rush),5.936,4.29,6.367,4.29,4.767
3401,outbreak,4.364,3.5,4.294,3.813,3.647
1389,destroy,6.031,1.914,6.059,3.943,3.971
3564,period,3.849,4.324,4.419,4.455,4.5
884,circle,4.2,5.767,4.967,4.931,6.767
1868,festive,6.906,7.514,5.771,4.086,5.029
10,aberration,4.852,3.269,4.852,3.208,2.84
3415,over (cricket),2.414,5.0,5.0,3.821,3.241
1463,disgusted,4.576,2.029,5.486,2.914,3.743
806,chair (seat),2.629,5.294,5.606,6.677,6.657
4371,shear,3.906,4.546,4.75,4.129,3.548
4068,rescue,6.364,7.656,5.177,4.226,4.618
2108,generous,6.143,7.571,6.029,2.743,3.727
4695,stench,4.25,2.606,4.387,4.125,4.344
5502,worn,3.281,3.939,4.313,3.875,4.031
2234,grey,2.303,3.971,4.706,5.059,6.265
963,coast (glide),4.424,5.697,5.242,4.061,4.594
2632,jet,5.636,5.563,5.333,6.294,6.324
704,call (visit),4.546,6.177,5.853,4.206,4.152
431,belt,4.516,4.742,4.807,6.621,6.344
145,ambulance,5.412,4.722,3.429,6.771,6.886
2033,frock,5.032,5.394,4.844,6.032,5.909
4664,stand,4.188,5.333,6.323,4.226,4.853
1165,coward,3.807,2.515,3.364,3.188,3.688
3500,patch,3.618,4.667,5.188,5.121,5.406
2050,function,3.667,5.765,5.618,3.758,3.029
3760,pound (hammer),5.257,4.286,6.343,4.677,5.5
2624,jazz,5.813,6.5,5.303,4.667,4.667
4431,sin,5.781,2.059,4.625,2.606,3.618
4308,semester,3.938,5.097,3.844,4.031,2.594
2424,horror,6.212,2.625,4.063,3.065,3.969
1262,current,4.645,5.219,5.375,3.0,2.97
1771,expedition,6.571,6.571,6.781,4.441,5.129
3511,pause,2.879,4.882,4.529,4.059,3.182
271,atomic,5.844,3.618,4.394,4.576,5.303
244,ascend,5.677,6.529,6.818,3.8,4.647
2032,frigid,3.625,2.75,3.625,3.03,3.273
4394,shoe,4.265,5.629,5.219,6.765,6.794
813,change,4.912,5.333,5.2,3.242,2.824
3810,process (procedure),3.088,4.941,5.618,3.515,3.265
5451,wilderness,6.543,5.571,4.206,5.281,6.03
1804,fail,4.581,2.094,3.094,3.548,3.4
2461,ice,5.212,4.313,4.839,6.375,6.424
545,bosom,5.559,5.714,5.265,5.765,5.242
3241,neglected,4.364,1.528,2.588,2.972,4.257
738,caravan,3.455,5.406,5.303,6.469,6.485
310,background,3.625,5.265,4.758,3.485,3.424
3521,pear,3.484,5.343,4.886,6.686,6.714
1131,cotton,3.559,5.941,4.647,6.438,6.029
5463,wing (improvise),5.824,5.706,5.813,2.618,3.226
4111,rich,6.412,7.278,6.629,4.143,5.343
2769,lean,4.257,5.571,5.0,4.091,4.147
920,climax,7.455,7.273,6.576,3.667,3.879
3587,petrol,3.774,4.571,4.667,6.088,5.441
3959,rancid,4.114,1.788,4.065,3.235,3.394
38,accused,4.765,2.546,2.971,3.088,3.382
4278,seal (animal),4.257,5.943,5.265,6.588,6.829
2983,marriage,6.229,7.114,4.657,4.857,5.853
5540,yoga,4.235,6.563,5.97,5.324,6.177
2667,keen,5.909,6.903,6.156,2.667,3.147
3223,nature,5.406,7.156,5.194,4.531,5.576
1182,crank (winch),3.71,4.344,5.167,5.091,4.7
614,bright (smart),6.771,7.886,6.914,2.914,4.229
5449,wild,6.912,5.576,6.424,3.706,4.571
1466,disloyal,4.543,2.029,3.429,2.657,2.943
3042,meeting,4.2,5.457,5.294,4.688,4.943
934,clothing,4.939,6.059,5.882,6.242,6.529
2419,hope,6.849,8.0,6.212,2.455,3.5
5014,tie,3.5,4.909,5.212,6.438,6.677
4503,smell,4.441,4.265,3.97,4.303,3.206
826,charlatan,4.714,2.75,4.656,3.75,3.552
1521,dough (baking),4.706,6.206,5.735,6.471,6.206
2930,luxury,6.333,7.839,5.871,3.355,5.063
4232,scale (weighing),3.588,5.029,4.688,6.086,6.212
628,brunch,5.0,5.939,5.529,5.177,5.333
3853,provide,4.75,6.353,6.424,3.29,2.909
390,bead,3.758,5.394,5.353,6.281,5.909
5412,wee,3.588,4.914,5.118,3.771,5.171
3990,reaction,4.818,5.0,5.343,3.771,3.314
400,beat (mix),4.546,5.529,5.303,4.849,5.114
3359,omit,4.4,3.515,4.906,2.594,2.455
46,acquire,4.419,6.257,5.939,3.059,2.657
5328,visa,4.152,5.382,4.063,5.152,4.645
5466,winner,6.971,7.853,7.441,4.182,5.324
3642,pitch (tar),3.379,4.333,4.7,5.3,4.367
3726,pool (water),5.629,6.114,5.118,6.091,6.677
5391,watch,4.406,5.438,5.909,5.735,6.188
2421,horn,4.879,4.857,5.229,6.629,6.429
1750,exclaim,6.774,6.0,6.379,2.9,3.063
5369,waltz,5.219,6.438,5.581,5.344,5.667
4549,solution (chemical),3.882,5.088,4.882,5.735,5.0
4062,replacement,3.914,4.118,3.714,4.057,3.171
338,bang,6.364,4.206,4.412,4.353,4.758
215,aristocracy,4.719,4.212,4.588,4.088,4.059
3663,plaster (wall),2.647,5.091,5.2,5.941,6.061
1341,defame,3.581,3.355,4.133,2.807,2.333
5082,toy,5.606,6.471,5.677,6.353,6.257
3894,pursue,6.469,6.057,6.667,3.0,3.697
3640,pitch (field of play),3.849,5.629,5.818,6.063,6.143
329,ban,3.818,2.548,3.906,3.576,3.129
3004,match (fire),5.647,4.971,5.714,6.514,6.529
5309,vigilance,5.5,5.897,5.813,3.226,2.625
3115,mob,5.177,3.059,4.091,5.177,5.529
5372,wanker,5.939,1.667,4.455,3.774,4.941
